id,url,title,subtitle,image,claps,responses,reading_time,publication,date
5089,https://towardsdatascience.com/meta-intelligence-writing-programs-that-write-programs-part-1-genetic-evolution-679b65c37c5f,Meta Intelligence - Writing Programs That Write Programs (Part 1: Genetic Evolution),Metaprogramming with AI,5089.png,290,3,5,Towards Data Science,2019-06-04
5090,https://towardsdatascience.com/how-ai-can-make-you-the-president-4756f6b1c0c0,How AI Can Make You The President,"For politicians aiming for a higher seat of power, there is an…",5090.png,9,0,8,Towards Data Science,2019-06-04
5091,https://towardsdatascience.com/lessons-from-a-real-machine-learning-project-part-2-the-traps-of-data-exploration-e0061ace84aa,"Lessons from a real Machine Learning project, part 2: the traps of data exploration",,5091.png,298,0,5,Towards Data Science,2019-06-04
5092,https://towardsdatascience.com/uncover-hidden-gems-with-exploratory-data-analysis-7a25332f9156,Uncover hidden gems with Exploratory Data Analysis,Basic Sleuthing with Pandas and Folium,5092.jpg,252,0,15,Towards Data Science,2019-06-04
5093,https://towardsdatascience.com/evolution-of-machine-translation-5524f1c88b25,Evolution of Machine Translation,,5093.jpeg,17,2,10,Towards Data Science,2019-06-04
5094,https://towardsdatascience.com/data-science-as-software-from-notebooks-to-tools-part-2-e1d1bf99d067,Data Science as Software: from Notebooks to Tools [Part 2],,5094.png,11,0,6,Towards Data Science,2019-06-04
5095,https://towardsdatascience.com/machine-learning-research-as-a-product-how-easy-is-it-to-use-your-work-c898e7ec6432,Machine learning research as a product. How easy is it to use your work?,,5095.png,151,1,3,Towards Data Science,2019-06-04
5096,https://uxdesign.cc/what-is-to-be-a-service-designer-8da332640366,What it means to be a Service Designer,A personal note. Not an ultimate definition.,5096.png,314,1,9,UX Collective,2019-06-04
5097,https://uxdesign.cc/ux-candidates-are-asking-the-wrong-questions-c3e4e554c480,UX candidates are asking the wrong questions,,5097.jpeg,492,0,4,UX Collective,2019-06-04
5098,https://uxdesign.cc/good-copy-is-good-business-the-roi-of-microcopy-9602623d2ba,Good copy is good business: the ROI of microcopy,Microcopy makes money. Don’t miss out.,5098.jpg,282,2,15,UX Collective,2019-06-04
5099,https://uxdesign.cc/applying-for-your-first-job-as-a-ux-design-grad-a-guide-de5b7584a902,"Applying for your first job as a UX Design Grad, a guide",,5099.jpeg,177,0,9,UX Collective,2019-06-04
5100,https://uxdesign.cc/visual-hierarchy-be332b615c06,Visual hierarchy: ,,5100.jpeg,417,1,3,UX Collective,2019-06-04
5101,https://uxdesign.cc/ux-beyond-the-click-and-the-main-barriers-to-mobile-6c23cc67224,UX beyond the click and the main barriers to mobile,Why does good user experience on websites matter…,5101.png,218,0,6,UX Collective,2019-06-04
5102,https://uxdesign.cc/curating-digital-collections-f6e7d2ca6b7c,Curating digital collections,"<em class=""markup--em markup--h4-em"">Evaluating usability and overall user experience in online digital</em>",5102.jpg,229,0,6,UX Collective,2019-06-04
5103,https://uxdesign.cc/the-product-manager-communication-manifesto-d6301b462d3d,The Product Manager communication manifesto,,5103.jpeg,66,0,3,UX Collective,2019-06-04
5104,https://medium.com/swlh/are-you-an-ios-x-expert-81eb9da3623a,Are You an iOS Ex-Expert?,How Apple announced SwiftUI and took professional developers from…,5104.jpeg,655,6,6,The Startup,2019-06-04
5105,https://medium.com/swlh/context-and-memory-leaks-in-android-82a39ed33002,Context and memory leaks in Android,Managing Context and avoiding Memory Leaks,5105.jpeg,365,1,6,The Startup,2019-06-04
5106,https://medium.com/swlh/7-harsh-pieces-of-career-advice-to-follow-if-you-ever-hit-rock-bottom-acb99e310d5d,7 Harsh Pieces of Career Advice to Follow If You Ever Hit Rock Bottom,This one is a rollercoaster of…,5106.jpeg,1200,7,7,The Startup,2019-06-04
5107,https://medium.com/swlh/create-a-dark-mode-of-your-app-using-styled-components-a44bc5a59330,Create a Dark Mode of your app using Styled Components,,5107.png,425,3,5,The Startup,2019-06-04
5108,https://medium.com/swlh/secure-code-review-and-penetration-testing-of-node-js-and-javascript-apps-41485b1a9518,Secure Code Review and Penetration Testing of Node.js and JavaScript Apps,Or why systems fail!,5108.jpeg,293,1,9,The Startup,2019-06-04
5109,https://medium.com/swlh/build-your-own-data-persist-plugin-for-vuex-c1f5b1807afc,Build your own data persist plugin for Vuex,,5109.jpeg,231,3,3,The Startup,2019-06-04
5110,https://medium.com/swlh/how-i-turned-my-side-hustle-into-a-full-time-gig-11095554302c,How I Turned My Side Hustle Into A Full-Time Gig,"With a solid plan, you can quit your day job and move…",5110.jpg,1200,6,7,The Startup,2019-06-04
5111,https://medium.com/swlh/why-graphql-connection-types-dont-work-well-with-apollo-cache-c1858a897e12,Why GraphQL Connection types don’t work well with Apollo cache,,5111.png,295,2,5,The Startup,2019-06-04
5112,https://medium.com/swlh/using-pure-golang-for-google-cloud-bacc6b62e0ed,Using pure Golang for Google cloud,"The struggles of understanding Google Cloud API’s, now with full…",5112.png,106,0,9,The Startup,2019-06-04
5113,https://medium.com/swlh/the-best-parts-of-the-pragmatic-programmer-86588f9e0573,The Best Parts of The Pragmatic Programmer 📚,The Pragmatic Programmer remains relevant since its 1999…,5113.jpeg,330,3,5,The Startup,2019-06-04
5114,https://medium.com/swlh/come-on-irs-you-know-i-dont-really-own-my-own-business-7c301b132d8d,"Come on IRS, you know I don’t REALLY own my own business.",,5114.jpeg,524,4,8,The Startup,2019-06-04
5115,https://medium.com/swlh/predicting-customer-churn-8aa3f5c0e1fe,Predicting Customer Churn,A Modeling Exercise,,41,0,7,The Startup,2019-06-04
5116,https://medium.com/swlh/ui-as-an-implementation-detail-7fb9f952fb43,UI as an implementation detail,,5116.png,724,4,11,The Startup,2019-06-04
5117,https://medium.com/swlh/heres-how-google-calendar-hooked-me-a-product-deep-dive-efb4078c7c9,Here’s how Google Calendar Hooked Me — A Product Deep Dive,A hearty product deep dive into Google…,5117.jpg,131,1,13,The Startup,2019-06-04
5118,https://medium.com/swlh/how-to-make-sense-of-job-titles-in-product-development-6e772d2368c0,How to make sense of Job Titles in Product Development,Product Manager? Product Owner? Business…,5118.jpeg,4,0,6,The Startup,2019-06-04
5119,https://medium.com/swlh/11-questions-self-aware-leaders-should-ask-themselves-daily-f96e3c664eee,11 Questions Self-Aware Leaders Should Ask Themselves Daily,The deepest work is in the art of asking…,5119.jpeg,691,2,2,The Startup,2019-06-04
5120,https://medium.com/swlh/the-5-golden-rules-of-building-a-community-based-platform-e76f21c36d67,The 5 Golden Rules of building a Community-Based Platform,,5120.png,316,1,7,The Startup,2019-06-04
5121,https://medium.com/swlh/apple-is-becoming-more-and-more-like-my-mom-87c051beb786,Apple Is Becoming More and More Like My Mom,A son’s insights into WWDC 2019,5121.jpg,156,1,5,The Startup,2019-06-04
5122,https://medium.com/swlh/banking-2039-a-future-history-of-fintechs-impact-on-financial-services-54c6952e5c07,Banking 2039 — a future history of Fintech’s impact on Financial Services,,5122.jpeg,43,1,4,The Startup,2019-06-04
5123,https://medium.com/swlh/beyond-right-and-wrong-why-tackling-old-conjectures-makes-you-a-better-mathematician-3aecd42b53a,Beyond Right and Wrong: Why Tackling Old Conjectures Makes You a Better Mathematician,,,90,0,4,The Startup,2019-06-04
5124,https://medium.com/swlh/what-is-not-scrum-b5c63670416a,What is not SCRUM?,,5124.jpeg,48,4,4,The Startup,2019-06-04
5125,https://medium.com/swlh/will-we-ever-see-anything-like-net-again-5bd5e7386451,Will we ever see anything like .NET again?,".NET was a huge engineering effort. But today, no vendor is…",5125.png,82,2,4,The Startup,2019-06-04
5126,https://medium.com/swlh/apple-plays-the-long-privacy-game-728ab8b43bed,Apple Plays the Long (Privacy) Game,“Sign in with Apple” is a very small piece of a very big strategy.,5126.jpg,153,0,7,The Startup,2019-06-04
5127,https://medium.com/swlh/how-to-make-money-blogging-in-2019-94cb6daa795b,How To Make Money Blogging In 2019,Here are 6 different methods in which you can turn your passion for…,5127.png,71,0,9,The Startup,2019-06-04
5128,https://medium.com/swlh/how-to-build-simple-business-reporting-from-your-data-set-in-aws-60194f95328a,How to build simple business reporting from your data set in AWS,A step-by-step guide to connecting…,5128.png,39,0,7,The Startup,2019-06-04
5129,https://medium.com/swlh/this-is-how-i-make-my-mornings-more-productive-8fffc1d6b794,This Is How I Make My Mornings More Productive,Start your day the right way so you can get real work…,5129.jpg,135,1,7,The Startup,2019-06-04
5130,https://medium.com/swlh/what-i-learned-watching-free-solo-742f37baa035,What I Learned Watching Free Solo,,5130.jpeg,26,1,7,The Startup,2019-06-04
5131,https://medium.com/swlh/how-to-make-the-right-decision-with-the-right-instinct-232692bc52a6,"<strong class=""markup--strong markup--h3-strong"">How to Make the Right Decision with the Right Instinct</strong>",Should you follow your intuition or your gut…,5131.jpeg,435,4,6,The Startup,2019-06-04
5132,https://medium.com/swlh/the-bachelorette-episode-4-a-tale-of-two-lukes-3ab5e9eaaded,The Bachelorette Episode 4: A Tale of Two Lukes,,5132.jpeg,100,0,9,The Startup,2019-06-04
5133,https://medium.com/swlh/are-the-saudis-drinking-our-milkshake-d3f7d1e0b75,Are the Saudis drinking our milkshake?,,5133.jpeg,48,0,6,The Startup,2019-06-04
5134,https://medium.com/swlh/the-need-to-know-how-to-use-spread-operator-in-javascript-54d3eccb92d6,The Need to Know How to Use Spread Operator (…) in Javascript,,5134.png,21,0,4,The Startup,2019-06-04
5135,https://medium.com/swlh/brand-architecture-eliminating-confusion-providing-structure-c034ddb9600d,Brand Architecture: Eliminating Confusion. Providing Structure.,,5135.png,56,1,5,The Startup,2019-06-04
5136,https://medium.com/swlh/living-on-the-cheap-13039361ff30,Living on the Cheap,A penny saved adds up,5136.jpeg,305,1,6,The Startup,2019-06-04
5137,https://medium.com/swlh/support-of-visual-studio-2019-in-pvs-studio-819ec6d972a4,Support of Visual Studio 2019 in PVS-Studio,,5137.png,31,1,19,The Startup,2019-06-04
5138,https://medium.com/swlh/starting-over-your-career-could-be-the-best-thing-thats-ever-happened-to-you-a23b7fc31322,Starting Over Your Career Could Be The Best Thing That’s Ever Happened To You,What’s better than a…,5138.jpg,302,2,4,The Startup,2019-06-04
5139,https://medium.com/swlh/making-the-most-out-of-remote-ideation-495a40e615ef,Making the Most out of Remote Ideation,,5139.png,31,0,6,The Startup,2019-06-04
5140,https://medium.com/swlh/the-real-lesson-of-being-a-job-seeker-that-is-easily-missed-1e113e770948,The Real Lesson of Being a Job Seeker That Is Easily Missed,"Rather than fluff, it’s the actionable…",5140.jpeg,234,1,9,The Startup,2019-06-04
5141,https://medium.com/swlh/when-youre-stuck-write-someone-famous-and-have-them-reply-bee3d23bb3e6,When You’re Stuck: Write Someone Famous (and Have them Reply),How writing to experts who came before…,5141.jpg,416,6,5,The Startup,2019-06-04
5142,https://medium.com/swlh/the-mueller-report-is-important-but-this-chilling-lesson-from-history-is-more-important-1af4a765a771,"The Mueller Report Is Important, But This Chilling Lesson From History Is More Important",,,146,0,6,The Startup,2019-06-04
5143,https://medium.com/swlh/is-your-startup-a-spoiled-child-737fd4f0c0b5,Is Your Startup A Spoiled Child?,,5143.jpeg,280,2,3,The Startup,2019-06-04
5144,https://medium.com/swlh/a-data-science-approach-to-choosing-a-physician-1e22e2894c61,A Data Science Approach to Choosing a Physician,,5144.jpeg,60,0,11,The Startup,2019-06-04
